id	sector	guksa_id	equip_type	equip_model	equip_name	equip_id
11962	MW	658	IP-20	IP-20C	낙월도_낙월R1:통합형-0103-06_IP-20C-11G-(1/2)	낙월도_낙월R1:통합형-0103-06_IP-20C-11G-(1/2) 
11963	MW	658	IP-20	IP-20C	낙월도_낙월R1:통합형-0103-07_IP-20C-11G-(3/4)	낙월도_낙월R1:통합형-0103-07_IP-20C-11G-(3/4) 
11964	MW	603	IP-20	IP-20C	임자중_임자중:통합형-0203-01_IP-20C-11G-(1/2)	임자중_임자중:통합형-0203-01_IP-20C-11G-(1/2) 
11965	MW	603	IP-20	IP-20C	임자중_임자중:통합형-0203-02_IP-20C-11G-(3/4)	임자중_임자중:통합형-0203-02_IP-20C-11G-(3/4) 
11966	MW	1004	IP-20	IP-20N	대둔중_대둔중:통합형-0427-01_IP-20N-8G-(1/2/3/4)	대둔중_대둔중:통합형-0427-01_IP-20N-8G-(1/2/3/4) 
11967	MW	658	CTR	CTR-8540	낙월도_낙월R1:MDM-0101-01_CTR-8540-8G-(//1/2)	낙월도_낙월R1:MDM-0101-01_CTR-8540-8G-(//1/2) 
11968	MW	670	CTR	CTR-8540	안마도_안마R1:MDM-0101-01_CTR-8540-8G-(//1/2)	안마도_안마R1:MDM-0101-01_CTR-8540-8G-(//1/2) 
11969	MW	658	CTR	CTR-8312	낙월도_낙월R1:MDM-0101-03_CTR-8312-8G-(1/2)	낙월도_낙월R1:MDM-0101-03_CTR-8312-8G-(1/2) 
11970	MW	668	CTR	CTR-8312	대석만도_석만R1:MDM-0101-01_CTR-8312-8G-(1/2)	대석만도_석만R1:MDM-0101-01_CTR-8312-8G-(1/2) 
11971	MW	658	CDM	CDM-SMR-IP+	낙월도_낙월R1:CDM-0201-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6)	낙월도_낙월R1:CDM-0201-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6) 
11972	MW	674	CDM	CDM-SMR-IP+	옥실_옥실R1:CDM-0801-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6)	옥실_옥실R1:CDM-0801-01_CDM-SMR-IP+-8G-(1/2/3/4/5/6) 
11973	MW	237	IP-20	IP-20N	무등이_2차망 2R(EBS-TV,전용)-0410-01_IP-20N-8G-(1/P)	무등이_2차망 2R(EBS-TV,전용)-0410-01_IP-20N-8G-(1/P)"
11974	MW	1004	IP-20	IP-20N	대둔중_대둔중:통합형-0427-02_IP-20N-8G-(1/2/3/4)	대둔중_대둔중:통합형-0427-02_IP-20N-8G-(1/2/3/4) 
11975	MW	1112	CTR	CTR-8312	횡도_횡도BBC:MDM-0101-01_CTR-8312-11G-(1)	횡도_횡도BBC:MDM-0101-01_CTR-8312-11G-(1) 
11976	MW	1113	CTR	CTR-8312	안마해군_안마해군BBC:MDM-0101-01_CTR-8312-11G-(1)	안마해군_안마해군BBC:MDM-0101-01_CTR-8312-11G-(1) 
11977	MW	658	CTR	CTR-8540	낙월도_낙월R1:MDM-0101-02_CTR-8540-8G-(//1/2)	낙월도_낙월R1:MDM-0101-02_CTR-8540-8G-(//1/2) 
11978	MW	670	CTR	CTR-8540	안마도_안마R1:MDM-0101-02_CTR-8540-8G-(//1/2)	안마도_안마R1:MDM-0101-02_CTR-8540-8G-(//1/2) 
11979	MW	1004	CDM	CDM-SMR	대둔중_대둔중:CDM-0101_CDM-SMR-11G-(1/P/2/3)	대둔중_대둔중:CDM-0101_CDM-SMR-11G-(1/P/2/3) 
11980	MW	237	IP-20	IP-20N	무등이_2차망 남해R(EBS-TV,전용)-0410-02_IP-20N-8G-(1/P)	무등이_2차망 남해R(EBS-TV,전용)-0410-02_IP-20N-8G-(1/P)"
11981	MW	342	IP-20	IP-20N	존제중_2차망 남해R(EBS-TV,전용)-0602-01_IP-20N-8G-(1/P)	존제중_2차망 남해R(EBS-TV,전용)-0602-01_IP-20N-8G-(1/P)"
11982	MW	342	IP-20	IP-20N	존제중_2차망 남해R(EBS-TV,전용)-0602-02_IP-20N-8G-(1/P)	존제중_2차망 남해R(EBS-TV,전용)-0602-02_IP-20N-8G-(1/P)"
11983	MW	1099	CDM	CDM-SMR	도솔봉_JN도솔봉중계소:CDM-0201_CDM-SMR-11G-(1/P/2/3)	도솔봉_JN도솔봉중계소:CDM-0201_CDM-SMR-11G-(1/P/2/3) 
11984	MW	1093	CTR	CTR-8540	어불도_어불R1:MDM-0101-02_CTR-8540-11G-(//1/2/3)	어불도_어불R1:MDM-0101-02_CTR-8540-11G-(//1/2/3) 
11985	MW	1004	CTR	CTR-8312	대둔중_대둔중:MDM-0219-01_CTR-8312-8G-(1/2)	대둔중_대둔중:MDM-0219-01_CTR-8312-8G-(1/2) 
11986	MW	1004	CTR	CTR-8312	대둔중_대둔중:MDM-0219-02_CTR-8312-8G-(1/2)	대둔중_대둔중:MDM-0219-02_CTR-8312-8G-(1/2) 
11987	MW	1092	CTR	CTR-8312	상마도_상마R1:MDM-0101-01_CTR-8312-8G-(1/2)	상마도_상마R1:MDM-0101-01_CTR-8312-8G-(1/2) 
11988	MW	1025	CTR	CTR-8312	중마도_중마R1:MDM-0101-01_CTR-8312-8G-(1/2)	중마도_중마R1:MDM-0101-01_CTR-8312-8G-(1/2) 
11989	MW	1099	CTR	CTR-8540	도솔봉_JN도솔봉중계소:MDM-0101-05_CTR-8540-11G-(//1/2/3)	도솔봉_JN도솔봉중계소:MDM-0101-05_CTR-8540-11G-(//1/2/3) 
11990	MW	658	CTR	CTR-8540	낙월도_낙월R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4)	낙월도_낙월R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4) 
11991	MW	670	CTR	CTR-8540	안마도_안마R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4)	안마도_안마R1:MDM-0101-04_CTR-8540-8G-(//1/2/3/4) 
11992	MW	935	IP-20	IP-20N-D	진도중_진도중:통합형-0403-01_IP-20N-D-8G-(1/S/2/S/3/S/4/S/5/S/6/S)	진도중_진도중:통합형-0403-01_IP-20N-D-8G-(1/S/2/S/3/S/4/S/5/S/6/S) 
11993	MW	1004	CTR	CTR-8540	대둔중_대둔중:MDM-0220-03_CTR-8540-8G-(//1/2)	대둔중_대둔중:MDM-0220-03_CTR-8540-8G-(//1/2) 
11994	MW	1093	CTR	CTR-8540	어불도_어불R1:MDM-0101-03_CTR-8540-8G-(//1/2)	어불도_어불R1:MDM-0101-03_CTR-8540-8G-(//1/2) 
11995	MW	237	IP-20	IP-20N	무등이_1차망 2R(EBS/SBS-TV,전용)-0410-03_IP-20N-8G-(1/P)	무등이_1차망 2R(EBS/SBS-TV,전용)-0410-03_IP-20N-8G-(1/P)"
11996	MW	658	IP-20	IP-20N-D	낙월도_낙월R1:통합형-0202-03_IP-20N-D-11G-(1/S)	낙월도_낙월R1:통합형-0202-03_IP-20N-D-11G-(1/S) 
11997	MW	674	IP-20	IP-20N-D	옥실_옥실R1:통합형-0202-03_IP-20N-D-11G-(1/S)	옥실_옥실R1:통합형-0202-03_IP-20N-D-11G-(1/S) 
11998	MW	410	IP-20	IP-20N	광주중_광주중:통합형-5503-01_IP-20N-11G-(1/2/3/4)	광주중_광주중:통합형-5503-01_IP-20N-11G-(1/2/3/4) 
11999	MW	237	IP-20	IP-20N	무등이_무등이:통합형-0525-01_IP-20N-11G-(1/2/3/4)	무등이_무등이:통합형-0525-01_IP-20N-11G-(1/2/3/4) 
12000	MW	237	IP-20	IP-20N-D	무등이_1차망 3R(EBS/SBS-TV,전용)-0410-04_IP-20N-D-8G-(1//P)	무등이_1차망 3R(EBS/SBS-TV,전용)-0410-04_IP-20N-D-8G-(1//P)"
12001	MW	342	IP-20	IP-20N-D	존제중_1차망 3R(EBS/SBS-TV,전용)-0602-03_IP-20N-D-8G-(1//P)	존제중_1차망 3R(EBS/SBS-TV,전용)-0602-03_IP-20N-D-8G-(1//P)"
12002	MW	342	IP-20	IP-20N-D	존제중_1차망 3R(EBS/SBS-TV,전용)-0602-04_IP-20N-D-8G-(1//P)	존제중_1차망 3R(EBS/SBS-TV,전용)-0602-04_IP-20N-D-8G-(1//P)"
12003	MW	658	CTR	CTR-8740	낙월도_낙월-안마 CTR#1_CTR-8740-8G-(1/2/3/4)	낙월도_낙월-안마 CTR#1_CTR-8740-8G-(1/2/3/4) 
12004	MW	658	CTR	CTR-8740	낙월도_낙월-안마 CTR#2_CTR-8740-8G-(5/6/7/8)	낙월도_낙월-안마 CTR#2_CTR-8740-8G-(5/6/7/8) 
12005	MW	670	CTR	CTR-8740	안마도_안마-낙월 CTR#2_CTR-8740-8G-(5/6/7/8)	안마도_안마-낙월 CTR#2_CTR-8740-8G-(5/6/7/8) 
12006	MW	670	CTR	CTR-8740	안마도_안마-낙월 CTR#1_CTR-8740-8G-(1/2/3/4)	안마도_안마-낙월 CTR#1_CTR-8740-8G-(1/2/3/4) 
12007	MW	658	IP-20	IP-20N	낙월도_낙월R1:통합형-0205-01_IP-20N-11G-(1/2)	낙월도_낙월R1:통합형-0205-01_IP-20N-11G-(1/2) 
12008	MW	669	IP-20	IP-20N	송이도_송이R1:통합형-0102-1_IP-20N-11G-(1/2)	송이도_송이R1:통합형-0102-1_IP-20N-11G-(1/2) 
12009	MW	658	IP-20	IP-20N	낙월도_낙월R1:통합형-0206-01_IP-20N-11G-(1/2/3/4)	낙월도_낙월R1:통합형-0206-01_IP-20N-11G-(1/2/3/4) 
12010	MW	603	IP-20	IP-20N	임자중_임자중:통합형-0202-01_IP-20N-11G-(1/2/3/4)	임자중_임자중:통합형-0202-01_IP-20N-11G-(1/2/3/4) 
12011	MW	342	IP-20	IP-20N	존제중_존제중:통합형-0727-01_IP-20N-6GU-(1/2/3)	존제중_존제중:통합형-0727-01_IP-20N-6GU-(1/2/3) 
12012	MW	1095	IP-20	IP-20N	노고단_노고R1:통합형-0101-01_IP-20N-6GU-(1/2/3)	노고단_노고R1:통합형-0101-01_IP-20N-6GU-(1/2/3) 
12013	MW	742	XR	XR6000	완도중_1-3036_XR6000-6GU-(1/2/3///P)	완도중_1-3036_XR6000-6GU-(1/2/3///P) 
12014	MW	707	XR	XR6000	금일중_1-3035_XR6000-6GU-(1/2/3///P)	금일중_1-3035_XR6000-6GU-(1/2/3///P) 
12015	MW	707	ECLIPSE	ECLIPSE-INUe	금일중_금일R1:MDM-0203_ECLIPSE-INUe-11G-(1///P1)	금일중_금일R1:MDM-0203_ECLIPSE-INUe-11G-(1///P1) 
12016	MW	756	ECLIPSE	ECLIPSE-INUe	충도_충도R1:MDM-0101_ECLIPSE-INUe-11G-(1///P1)	충도_충도R1:MDM-0101_ECLIPSE-INUe-11G-(1///P1) 
12017	MW	742	IP-20	IP-10G	완도중_완도중:통합형-0303_IP-10G-8G-(1/2)	완도중_완도중:통합형-0303_IP-10G-8G-(1/2) 
12018	MW	1097	IP-20	IP-10G	대모도_모도R1:통합형-0101_IP-10G-8G-(1/2)	대모도_모도R1:통합형-0101_IP-10G-8G-(1/2) 
12019	MW	705	ECLIPSE	ECLIPSE-INUe	구도_구도R1:MDM-0101_ECLIPSE-INUe-6GU-(1///2)	구도_구도R1:MDM-0101_ECLIPSE-INUe-6GU-(1///2) 
12020	MW	742	ECLIPSE	ECLIPSE-INUe	완도중_완도중:MDM-0405_ECLIPSE-INUe-6GU-(1///2)	완도중_완도중:MDM-0405_ECLIPSE-INUe-6GU-(1///2) 
12021	MW	742	IP-20	IP-20C	완도중_완도중:통합형-0407-02_IP-20C-8G-(1/2)	완도중_완도중:통합형-0407-02_IP-20C-8G-(1/2) 
12022	MW	740	IP-20	IP-20C	예작도_예작R1:통합형-0101-01_IP-20C-8G-(1/2)	예작도_예작R1:통합형-0101-01_IP-20C-8G-(1/2) 
12023	MW	1099	CTR	CTR-8312	도솔봉_JN도솔봉중계소:MDM-0101-02_CTR-8312-11G-(1/2)	도솔봉_JN도솔봉중계소:MDM-0101-02_CTR-8312-11G-(1/2) 
12024	MW	728	CTR	CTR-8312	서화도_서화R2:MDM-0101-01_CTR-8312-11G-(1/2)	서화도_서화R2:MDM-0101-01_CTR-8312-11G-(1/2) 
12025	MW	1099	IP-20	IP-20C	도솔봉_JN도솔봉중계소:통합형-0101-05_IP-20C-11G-(1/2)	도솔봉_JN도솔봉중계소:통합형-0101-05_IP-20C-11G-(1/2) 
12026	MW	711	IP-20	IP-20C	노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2)	노화중_노화R1:통합형-0305-05_IP-20C-11G-(1/2) 
12027	MW	711	IP-20	IP-20C	노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2)	노화중_노화R1:통합형-0305-01_IP-20C-11G-(1/2) 
12028	MW	708	IP-20	IP-20C	넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2)	넙도_넙도R1:통합형-0203-01_IP-20C-11G-(1/2) 
12029	MW	711	IP-20	IP-20N	노화중_노화R1:통합형-0305-02_IP-20N-11G-(1/2)	노화중_노화R1:통합형-0305-02_IP-20N-11G-(1/2) 
12030	MW	708	IP-20	IP-20N	넙도_넙도R1:통합형-0203-02_IP-20N-11G-(1/2)	넙도_넙도R1:통합형-0203-02_IP-20N-11G-(1/2) 
12031	MW	707	IP-20	IP-20C	금일중_금일R1:통합형-0401-01_IP-20C-11G-(1/2)	금일중_금일R1:통합형-0401-01_IP-20C-11G-(1/2) 
12032	MW	748	IP-20	IP-20C	장용(약산)_장용R1:통합형-0202-01_IP-20C-11G-(1/2)	장용(약산)_장용R1:통합형-0202-01_IP-20C-11G-(1/2) 
12033	MW	707	IP-20	IP-20C	금일중_금일R1:통합형-0401-02_IP-20C-11G-(1/2)	금일중_금일R1:통합형-0401-02_IP-20C-11G-(1/2) 
12034	MW	748	IP-20	IP-20C	장용(약산)_장용R1:통합형-0202-02_IP-20C-11G-(1/2)	장용(약산)_장용R1:통합형-0202-02_IP-20C-11G-(1/2) 
12035	MW	748	IP-20	IP-20C	장용(약산)_장용R1:통합형-0202-03_IP-20C-11G-(1/2)	장용(약산)_장용R1:통합형-0202-03_IP-20C-11G-(1/2) 
12036	MW	707	IP-20	IP-20C	금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2)	금일중_금일R1:통합형-0401-03_IP-20C-11G-(1/2) 
12037	MW	707	IP-20	IP-20C	금일중_금일R1:통합형-0401-04_IP-20C-11G-(1/2)	금일중_금일R1:통합형-0401-04_IP-20C-11G-(1/2) 
12038	MW	748	IP-20	IP-20C	장용(약산)_장용R1:통합형-0202-04_IP-20C-11G-(1/2)	장용(약산)_장용R1:통합형-0202-04_IP-20C-11G-(1/2) 
12039	MW	707	IP-20	IP-20C	금일중_금일R1:통합형-0401-05_IP-20C-8G-(1/2)	금일중_금일R1:통합형-0401-05_IP-20C-8G-(1/2) 
12040	MW	760	IP-20	IP-20C	황재도_황재R1:통합형-0201-01_IP-20C-8G-(1/2)	황재도_황재R1:통합형-0201-01_IP-20C-8G-(1/2) 
12041	MW	754	IP-20	IP-20N	청산도_청산R1:통합형-0201-01_IP-20N-8G-(1/2)	청산도_청산R1:통합형-0201-01_IP-20N-8G-(1/2) 
12042	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-04_IP-20N-8G-(1/2)	완도중_완도중:통합형-0410-04_IP-20N-8G-(1/2) 
12043	MW	716	IP-20	IP-20N	덕우도_덕우R2:통합형-0102-01_IP-20N-8G-(1/2)	덕우도_덕우R2:통합형-0102-01_IP-20N-8G-(1/2) 
12044	MW	1099	IP-20	IP-10G	도솔봉_JN도솔봉중계소:통합형-0101_IP-10G-11G-(1/2)	도솔봉_JN도솔봉중계소:통합형-0101_IP-10G-11G-(1/2) 
12045	MW	737	IP-20	IP-10G	어룡도_어룡R2:통합형-0101_IP-10G-11G-(1/2)	어룡도_어룡R2:통합형-0101_IP-10G-11G-(1/2) 
12046	MW	742	IP-20	IP-20C	완도중_완도중:통합형-0407-01_IP-20C-8G-(1/2)	완도중_완도중:통합형-0407-01_IP-20C-8G-(1/2) 
12047	MW	1097	IP-20	IP-20C	대모도_모도R1:통합형-0101-02_IP-20C-8G-(1/2)	대모도_모도R1:통합형-0101-02_IP-20C-8G-(1/2) 
12048	MW	1099	IP-20	IP-20N	도솔봉_JN도솔봉중계소:통합형-0101-03_IP-20N-11G-(1/2)	도솔봉_JN도솔봉중계소:통합형-0101-03_IP-20N-11G-(1/2) 
12049	MW	762	IP-20	IP-20N	흑일도2(M/W국사)_흑일R1:통합형-0101-01_IP-20N-11G-(1/2)	흑일도2(M/W국사)_흑일R1:통합형-0101-01_IP-20N-11G-(1/2) 
12050	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-01_IP-20N-11G-(1/2)	완도중_완도중:통합형-0410-01_IP-20N-11G-(1/2) 
12051	MW	726	IP-20	IP-20N	사후도_사후R1:통합형-0101-01_IP-20N-11G-(1/2)	사후도_사후R1:통합형-0101-01_IP-20N-11G-(1/2) 
12052	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-02_IP-20N-11G-(1/2)	완도중_완도중:통합형-0410-02_IP-20N-11G-(1/2) 
12053	MW	704	IP-20	IP-20N	고마도_고마R1:통합형-0101-01  _IP-20N-11G-(1/2)	고마도_고마R1:통합형-0101-01  _IP-20N-11G-(1/2) 
12054	MW	707	IP-20	IP-20N	금일중_금일R1:통합형-0103-01_IP-20N-11G-(1/2)	금일중_금일R1:통합형-0103-01_IP-20N-11G-(1/2) 
12055	MW	727	IP-20	IP-20N	생일도_생일R1:통합형-0101-01_IP-20N-11G-(1/2)	생일도_생일R1:통합형-0101-01_IP-20N-11G-(1/2) 
12056	MW	1114	CTR	CTR-8312	금일사동(M/W폐국)_JNWD금일KTF:MDM-0101-01_CTR-8312-11G-(1)	금일사동(M/W폐국)_JNWD금일KTF:MDM-0101-01_CTR-8312-11G-(1) 
12057	MW	1115	CTR	CTR-8312	금일섭도(M/W폐국)_금일섭도BBC함체:MDM-0101-01  _CTR-8312-11G-(1)	금일섭도(M/W폐국)_금일섭도BBC함체:MDM-0101-01  _CTR-8312-11G-(1) 
12058	MW	1004	CTR	CTR-8312	대둔중_대둔중:MDM-0219-03_CTR-8312-8G-(1/2)	대둔중_대둔중:MDM-0219-03_CTR-8312-8G-(1/2) 
12059	MW	763	CTR	CTR-8312	대장구도_대장R2:MDM-0101-01_CTR-8312-8G-(1/2)	대장구도_대장R2:MDM-0101-01_CTR-8312-8G-(1/2) 
12060	MW	703	CTR	CTR-8312	고금넙도_넙도R2:MDM-0101-01_CTR-8312-11G-(1/2)	고금넙도_넙도R2:MDM-0101-01_CTR-8312-11G-(1/2) 
12061	MW	1116	CTR	CTR-8312	고금세동_세동R1:MDM-0101-01_CTR-8312-11G-(1/2)	고금세동_세동R1:MDM-0101-01_CTR-8312-11G-(1/2) 
12062	MW	727	IP-20	IP-20N	생일도_생일R1:통합형-0101-02_IP-20N-11G-(1/2)	생일도_생일R1:통합형-0101-02_IP-20N-11G-(1/2) 
12063	MW	707	IP-20	IP-20N	금일중_금일R1:통합형-0103-02_IP-20N-11G-(1/2)	금일중_금일R1:통합형-0103-02_IP-20N-11G-(1/2) 
12064	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-06_IP-20N-8G-(1/2/3/4)	완도중_완도중:통합형-0410-06_IP-20N-8G-(1/2/3/4) 
12065	MW	738	IP-20	IP-20N	여서도_여서R1:통합형-0102-01_IP-20N-8G-(1/2/3/4)	여서도_여서R1:통합형-0102-01_IP-20N-8G-(1/2/3/4) 
12066	MW	707	CTR	CTR-8312	금일중_금일R1:MDM-0202-06_CTR-8312-8G-(1/2)	금일중_금일R1:MDM-0202-06_CTR-8312-8G-(1/2) 
12067	MW	747	CTR	CTR-8312	장도(완도)_장도R4:MDM-0101-01_CTR-8312-11G-(1/2)	장도(완도)_장도R4:MDM-0101-01_CTR-8312-11G-(1/2) 
12068	MW	742	CTR	CTR-8312	완도중_완도중:MDM-0501-01_CTR-8312-8G-(1/2)	완도중_완도중:MDM-0501-01_CTR-8312-8G-(1/2) 
12069	MW	717	CTR	CTR-8312	동화도_동화R2 CTR-8312_CTR-8312-8G-(1/2)	동화도_동화R2 CTR-8312_CTR-8312-8G-(1/2) 
12070	MW	754	IP-20	IP-20N	청산도_청산R1:통합형-0201-02_IP-20N-8G-(1/2)	청산도_청산R1:통합형-0201-02_IP-20N-8G-(1/2) 
12071	MW	707	CTR	CTR-8312	금일중_금일R1:MDM-0202-05_CTR-8312-11G-(1/2)	금일중_금일R1:MDM-0202-05_CTR-8312-11G-(1/2) 
12072	MW	733	CTR	CTR-8312	신도(완도)_신도R1:MDM-0102-01_CTR-8312-11G-(1/2)	신도(완도)_신도R1:MDM-0102-01_CTR-8312-11G-(1/2) 
12073	MW	1099	CTR	CTR-8312	도솔봉_JN도솔봉중계소:MDM-0101-04_CTR-8312-8G-(1/2)	도솔봉_JN도솔봉중계소:MDM-0101-04_CTR-8312-8G-(1/2) 
12074	MW	710	CTR	CTR-8312	노록도_넙도R1:MDM-0101-01_CTR-8312-8G-(1/2)	노록도_넙도R1:MDM-0101-01_CTR-8312-8G-(1/2) 
12075	MW	742	CTR	CTR-8312	완도중_완도중:MDM-0501-02_CTR-8312-11G-(1/2)	완도중_완도중:MDM-0501-02_CTR-8312-11G-(1/2) 
12076	MW	1104	CTR	CTR-8312	소모도_모도R2:MDM-0101-01_CTR-8312-11G-(1/2)	소모도_모도R2:MDM-0101-01_CTR-8312-11G-(1/2) 
12077	MW	756	CTR	CTR-8540	충도_충도R1:0199_CTR-8540-8G-(//1/2)	충도_충도R1:0199_CTR-8540-8G-(//1/2) 
12078	MW	707	CTR	CTR-8540	금일중_금일R1:0199_CTR-8540-11G-(//1/2)	금일중_금일R1:0199_CTR-8540-11G-(//1/2) 
12079	MW	711	CTR	CTR-8540	노화중_노화R1:0199_CTR-8540-11G-(//1/2)	노화중_노화R1:0199_CTR-8540-11G-(//1/2) 
12080	MW	719	CTR	CTR-8540	마안도_마안R1:0102-01_CTR-8540-11G-(//1/2)	마안도_마안R1:0102-01_CTR-8540-11G-(//1/2) 
