id	sector	guksa_id	equip_type	equip_model	equip_name	equip_id
12081	MW	711	IP-20	IP-20N-D	노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7)	노화중_노화R1:통합형-0305-03_IP-20N-D-11G-(1/2///5//7) 
12082	MW	708	IP-20	IP-20N-D	넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7)	넙도_넙도R1:통합형-0203-03_IP-20N-D-11G-(1/2///5//7) 
12083	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0407-03_IP-20N-8G-(1/2)	완도중_완도중:통합형-0407-03_IP-20N-8G-(1/2) 
12084	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0407-04_IP-20N-8G-(1/2)	완도중_완도중:통합형-0407-04_IP-20N-8G-(1/2) 
12085	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-06_IP-20N-8G-(1/2)	완도중_완도중:통합형-0410-06_IP-20N-8G-(1/2) 
12086	MW	738	IP-20	IP-20N	여서도_여서R1:통합형-0102-02_IP-20N-8G-(1/2)	여서도_여서R1:통합형-0102-02_IP-20N-8G-(1/2) 
12087	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-05_IP-20N-11G-(1/2)	완도중_완도중:통합형-0410-05_IP-20N-11G-(1/2) 
12088	MW	1097	IP-20	IP-20N	대모도_모도R1:통합형-0101-03_IP-20N-11G-(1/2)	대모도_모도R1:통합형-0101-03_IP-20N-11G-(1/2) 
12089	MW	711	CTR	CTR-8540	노화중_노화R1:MDM-0302-02_CTR-8540-11G-(//1/2)	노화중_노화R1:MDM-0302-02_CTR-8540-11G-(//1/2) 
12090	MW	718	CTR	CTR-8540	마삭도_마삭R1:MDM-0101-01_CTR-8540-11G-(//1/2)	마삭도_마삭R1:MDM-0101-01_CTR-8540-11G-(//1/2) 
12091	MW	707	IP-20	IP-20F	금일중_금일R1:0403-01_IP-20F-11G-(1/2)	금일중_금일R1:0403-01_IP-20F-11G-(1/2) 
12092	MW	713	IP-20	IP-20F	다랑도_다랑R1:통합형-0101-01_IP-20F-11G-(1/2)	다랑도_다랑R1:통합형-0101-01_IP-20F-11G-(1/2) 
12093	MW	1099	CTR	CTR-8540	도솔봉_JN도솔봉중계소:MDM-0101-06_CTR-8540-11G-(//1/2)	도솔봉_JN도솔봉중계소:MDM-0101-06_CTR-8540-11G-(//1/2) 
12094	MW	723	CTR	CTR-8540	백일도_백일R1:MDM-0102-01_CTR-8540-11G-(//1/2)	백일도_백일R1:MDM-0102-01_CTR-8540-11G-(//1/2) 
12095	MW	711	IP-20	IP-20N	노화중_Nohwado-Dangsado-20n_IP-20N-11G-(1/2)	노화중_Nohwado-Dangsado-20n_IP-20N-11G-(1/2) 
12096	MW	714	IP-20	IP-20N	당사도(완도)_당사R2:통합형-0101-01_IP-20N-11G-(1/2)	당사도(완도)_당사R2:통합형-0101-01_IP-20N-11G-(1/2) 
12097	MW	742	CTR	CTR-8312	완도중_완도중-초완도 CTR-8312_CTR-8312-8G-(1)	완도중_완도중-초완도 CTR-8312_CTR-8312-8G-(1) 
12098	MW	755	CTR	CTR-8312	초완도_초완도-완도중 CTR-8312_CTR-8312-8G-(1)	초완도_초완도-완도중 CTR-8312_CTR-8312-8G-(1) 
12099	MW	742	IP-20	IP-20N-D	완도중_완도중:통합형-0103-01_IP-20N-D-6GU-(1/S/2/S/3/S/4/S)	완도중_완도중:통합형-0103-01_IP-20N-D-6GU-(1/S/2/S/3/S/4/S) 
12100	MW	707	IP-20	IP-20N-D	금일중_금일R1:통합형-0103-05_IP-20N-D-6GU-(1/S/2/S/3/S/4/S)	금일중_금일R1:통합형-0103-05_IP-20N-D-6GU-(1/S/2/S/3/S/4/S) 
12101	MW	748	IP-20	IP-20N-D	장용(약산)_장용R1:통합망-2003-05_IP-20N-D-11G-(1/2/3/4)	장용(약산)_장용R1:통합망-2003-05_IP-20N-D-11G-(1/2/3/4) 
12102	MW	707	IP-20	IP-20N-D	금일중_금일R1:통합형-0103-06_IP-20N-D-11G-(1/2/3/4)	금일중_금일R1:통합형-0103-06_IP-20N-D-11G-(1/2/3/4) 
12103	MW	1099	IP-20	IP-20N	도솔봉_도솔-횡간 IP-20N_IP-20N-8G-(1/2)	도솔봉_도솔-횡간 IP-20N_IP-20N-8G-(1/2) 
12104	MW	761	IP-20	IP-20N	횡간도(완도)_횡간-도솔 IP-20N_IP-20N-8G-(1/2)	횡간도(완도)_횡간-도솔 IP-20N_IP-20N-8G-(1/2) 
12105	MW	526	SMR	SMR9600	제주중_제주중:SMR9-0208_SMR9600-6GU-(P/1/2/3/4)	제주중_제주중:SMR9-0208_SMR9600-6GU-(P/1/2/3/4) 
12106	MW	529	SMR	SMR9600	추자중_추자중:SMR9-0311_SMR9600-6GU-(P/1/2/3/4)	추자중_추자중:SMR9-0311_SMR9600-6GU-(P/1/2/3/4) 
12107	MW	522	CDM	CDM-Evolution	세오중_세오중:CDM-0206_CDM-Evolution-6GL-(1/2)	세오중_세오중:CDM-0206_CDM-Evolution-6GL-(1/2) 
12108	MW	299	CDM	CDM-Evolution	가파도_가파도:CDM-0205_CDM-Evolution-6GL-(1/2)	가파도_가파도:CDM-0205_CDM-Evolution-6GL-(1/2) 
12109	MW	481	CDM	CDM-SMR	성산포_성산포:CDM-0113_CDM-SMR-11G-(1/P/2/3/4/5)	성산포_성산포:CDM-0113_CDM-SMR-11G-(1/P/2/3/4/5) 
12110	MW	743	CDM	CDM-SMR	우도_우도:CDM-0202_CDM-SMR-11G-(1/P/2/3/4/5)	우도_우도:CDM-0202_CDM-SMR-11G-(1/P/2/3/4/5) 
12111	MW	522	CDM	CDM-SMR	세오중_세오중:CDM-0209_CDM-SMR-6GL-(1/P/2)	세오중_세오중:CDM-0209_CDM-SMR-6GL-(1/P/2) 
12112	MW	299	CDM	CDM-SMR	가파도_가파도:CDM-0201_CDM-SMR-6GL-(1/P/2)	가파도_가파도:CDM-0201_CDM-SMR-6GL-(1/P/2) 
12113	MW	522	CDM	CDM-SMR	세오중_세오중:CDM-0202_CDM-SMR-6GL-(1/P/2/3)	세오중_세오중:CDM-0202_CDM-SMR-6GL-(1/P/2/3) 
12114	MW	529	CDM	CDM-SMR	추자중_추자중:CDM-0103_CDM-SMR-6GL-(1/P/2/3)	추자중_추자중:CDM-0103_CDM-SMR-6GL-(1/P/2/3) 
12115	MW	481	CDM	CDM-SMR-IP	성산포_성산포:CDM-0207-02_CDM-SMR-IP-11G-(1/2)	성산포_성산포:CDM-0207-02_CDM-SMR-IP-11G-(1/2) 
12116	MW	743	CDM	CDM-SMR-IP	우도_우도:CDM-0103-02_CDM-SMR-IP-11G-(1/2)	우도_우도:CDM-0103-02_CDM-SMR-IP-11G-(1/2) 
12117	MW	529	CDM	CDM-SMR-IP	추자중_추자중:CDM-0104_CDM-SMR-IP-6GL-(1/2)	추자중_추자중:CDM-0104_CDM-SMR-IP-6GL-(1/2) 
12118	MW	522	CDM	CDM-SMR-IP	세오중_세오중:CDM-0203_CDM-SMR-IP-6GL-(1/2)	세오중_세오중:CDM-0203_CDM-SMR-IP-6GL-(1/2) 
12119	MW	529	IP-20	IP-20N	추자중_추자중:통합형-0208-01_IP-20N-8G-(1/2/3/4)	추자중_추자중:통합형-0208-01_IP-20N-8G-(1/2/3/4) 
12120	MW	522	IP-20	IP-20N	세오중_세오중:통합형-0211-01_IP-20N-8G-(1/2/3/4)	세오중_세오중:통합형-0211-01_IP-20N-8G-(1/2/3/4) 
12121	MW	533	IP-20	IP-10G	횡간도(제주)_횡간도:통합형-0101_IP-10G-11G-(1/2)	횡간도(제주)_횡간도:통합형-0101_IP-10G-11G-(1/2) 
12122	MW	529	IP-20	IP-10G	추자중_추자중:통합형-0112_IP-10G-11G-(1/2)	추자중_추자중:통합형-0112_IP-10G-11G-(1/2) 
12123	MW	529	IP-20	IP-20N	추자중_추자중:통합형-0209-01_IP-20N-8G-(1/2/3/4)	추자중_추자중:통합형-0209-01_IP-20N-8G-(1/2/3/4) 
12124	MW	481	CDM	CDM-SMR-IP	성산포_성산포:CDM-0207-01_CDM-SMR-IP-11G-(1/2)	성산포_성산포:CDM-0207-01_CDM-SMR-IP-11G-(1/2) 
12125	MW	743	CDM	CDM-SMR-IP	우도_우도:CDM-0103-01_CDM-SMR-IP-11G-(1/2)	우도_우도:CDM-0103-01_CDM-SMR-IP-11G-(1/2) 
12126	MW	489	IP-20	IP-20C	종달기지국_종달:통합형-0103-03_IP-20C-11G-(1/2/)	종달기지국_종달:통합형-0103-03_IP-20C-11G-(1/2/) 
12127	MW	489	IP-20	IP-20C	종달기지국_종달:통합형-0103-04_IP-20C-11G-(3/4)	종달기지국_종달:통합형-0103-04_IP-20C-11G-(3/4) 
12128	MW	743	IP-20	IP-20C	우도_우도:통합형-0105-03_IP-20C-11G-(1/2/)	우도_우도:통합형-0105-03_IP-20C-11G-(1/2/) 
12129	MW	743	IP-20	IP-20C	우도_우도:통합형-0105-04_IP-20C-11G-(3/4)	우도_우도:통합형-0105-04_IP-20C-11G-(3/4) 
12130	MW	529	IP-20	IP-20N	추자중_추자중:통합형-0209-02_IP-20N-8G-(1/2/3/4)	추자중_추자중:통합형-0209-02_IP-20N-8G-(1/2/3/4) 
12131	MW	472	IP-20	IP-20N	마라도_마라도:통합형-0102-01_IP-20N-8G-(1/2/3/4)	마라도_마라도:통합형-0102-01_IP-20N-8G-(1/2/3/4) 
12132	MW	522	IP-20	IP-20N	세오중_세오중:통합형-0208-01_IP-20N-8G-(1/2/3/4)	세오중_세오중:통합형-0208-01_IP-20N-8G-(1/2/3/4) 
12133	MW	299	CTR	CTR-8540	가파도_가파도:MDM-0205-01_CTR-8540-8G-(//1/2)	가파도_가파도:MDM-0205-01_CTR-8540-8G-(//1/2) 
12134	MW	522	CTR	CTR-8540	세오중_세오중:MDM-0206-01_CTR-8540-8G-(//1/2)	세오중_세오중:MDM-0206-01_CTR-8540-8G-(//1/2) 
12135	MW	489	IP-20	IP-20N	종달기지국_종달:통합형-0103-01_IP-20N-11G-(1/2/3/4)	종달기지국_종달:통합형-0103-01_IP-20N-11G-(1/2/3/4) 
12136	MW	743	IP-20	IP-20N	우도_우도:통합형-0105-01_IP-20N-11G-(1/2/3/4)	우도_우도:통합형-0105-01_IP-20N-11G-(1/2/3/4) 
12137	MW	529	CTR	CTR-8312	추자중_추자중:통합형-0112-02_CTR-8312-11G-(1)	추자중_추자중:통합형-0112-02_CTR-8312-11G-(1) 
12138	MW	530	CTR	CTR-8312	추포도(제주)_추포도:MDM-0101-01_CTR-8312-11G-(1)	추포도(제주)_추포도:MDM-0101-01_CTR-8312-11G-(1) 
12139	MW	522	IP-20	IP-20N	세오중_세오중:통합형-0211-02_IP-20N-8G-(1/2/3/4)	세오중_세오중:통합형-0211-02_IP-20N-8G-(1/2/3/4) 
12140	MW	529	IP-20	IP-20N	추자중_추자중:통합형-0208-02_IP-20N-8G-(1/2/3/4)	추자중_추자중:통합형-0208-02_IP-20N-8G-(1/2/3/4) 
12141	MW	302	CTR	CTR-8540	무릉송신소_무릉송신소:MDM-0104-02_CTR-8540-11G-(//1/2)	무릉송신소_무릉송신소:MDM-0104-02_CTR-8540-11G-(//1/2) 
12142	MW	302	IP-20	IP-20N-D	무릉송신소_무릉송신소:통합형-0104-01_IP-20N-D-8G-(1/2/3/4)	무릉송신소_무릉송신소:통합형-0104-01_IP-20N-D-8G-(1/2/3/4) 
12143	MW	299	CTR	CTR-8540	가파도_가파도:MDM-0205-02_CTR-8540-11G-(//1/2)	가파도_가파도:MDM-0205-02_CTR-8540-11G-(//1/2) 
12144	MW	472	IP-20	IP-20N-D	마라도_마라도:통합형-0102-02_IP-20N-D-8G-(1/2/3/4)	마라도_마라도:통합형-0102-02_IP-20N-D-8G-(1/2/3/4) 
12145	MW	529	IP-20	IP-20N-D	추자중_추자중:통합형-0112-01_IP-20N-D-8G-(1/S/2/S/3/S/4/S/5/S/6/S)	추자중_추자중:통합형-0112-01_IP-20N-D-8G-(1/S/2/S/3/S/4/S/5/S/6/S) 
12146	MW	489	IP-20	IP-20N	종달기지국_종달:통합형-0103-02_IP-20N-11G-(1/2/3/4)	종달기지국_종달:통합형-0103-02_IP-20N-11G-(1/2/3/4) 
12147	MW	743	IP-20	IP-20N	우도_우도:통합형-0105-02_IP-20N-11G-(1/2/3/4)	우도_우도:통합형-0105-02_IP-20N-11G-(1/2/3/4) 
12148	MW	522	IP-20	IP-20N-D	세오중_Seorum-Biyangdo-20N_IP-20N-D-8G-(1/2///////3/4/4)	세오중_Seorum-Biyangdo-20N_IP-20N-D-8G-(1/2///////3/4/4) 
12149	MW	971	IP-20	IP-20N-D	비양도_Biyangdo-Hyupjae_IP-20N-D-11G-(1/2)	비양도_Biyangdo-Hyupjae_IP-20N-D-11G-(1/2) 
12150	MW	1110	IP-20	IP-20N-D	협재SKT기지국_Hyupjae-Biyangdo_IP-20N-D-11G-(1/2)	협재SKT기지국_Hyupjae-Biyangdo_IP-20N-D-11G-(1/2) 
12151	MW	475	IP-20	IP-20N	서귀중_seoguipo-sammae_IP-20N-11G-(1/2)	서귀중_seoguipo-sammae_IP-20N-11G-(1/2) 
12152	MW	1100	IP-20	IP-20N	삼매중_sammae-seoguipo_IP-20N-11G-(1/2)	삼매중_sammae-seoguipo_IP-20N-11G-(1/2) 
12153	MW	522	IP-20	IP-20N-D	세오중_Seorum-Chuja-4G_IP-20N-D-4G -(1/S/2/S/3/S/4/S/5/S/6/S)	세오중_Seorum-Chuja-4G_IP-20N-D-4G -(1/S/2/S/3/S/4/S/5/S/6/S) 
12154	MW	529	IP-20	IP-20N-D	추자중_Chula-Seorum-4G_IP-20N-D-4G -(1/S/2/S/3/S/4/S/5/S/6/S)	추자중_Chula-Seorum-4G_IP-20N-D-4G -(1/S/2/S/3/S/4/S/5/S/6/S) 
12155	MW	971	IP-20	IP-20N-D	비양도_Biyangdo-Seroum-20N_IP-20N-D-8G-(1/2///////3/4)	비양도_Biyangdo-Seroum-20N_IP-20N-D-8G-(1/2///////3/4) 
12156	MW	526	IP-20	IP-20N-D	제주중_제주중:통합형-0201_IP-20N-D-8G-(1/2)	제주중_제주중:통합형-0201_IP-20N-D-8G-(1/2) 
12157	MW	1094	IP-20	IP-20N-D	견월KBS_견월악KBS:통합형=0101_IP-20N-D-8G-(1/2)	견월KBS_견월악KBS:통합형=0101_IP-20N-D-8G-(1/2) 
12158	MW	522	IP-20	IP-20N	세오중_세오중:통합형-0204_IP-20N-6GU-(1/2)	세오중_세오중:통합형-0204_IP-20N-6GU-(1/2) 
12159	MW	472	IP-20	IP-20N	마라도_마라도:통합형-0104_IP-20N-6GU-(1/2)	마라도_마라도:통합형-0104_IP-20N-6GU-(1/2) 
12160	MW	267	SMR	SMR9600	서도_Seodo_Nammangsan_SMR9600-6GL-(P/1/2/3////7/5/9)	서도_Seodo_Nammangsan_SMR9600-6GL-(P/1/2/3////7/5/9) 
12161	MW	286	ECLIPSE	ECLIPSE-INUe	함구미_Hamgumee_Yeondo_ECLIPSE-INUe-11G-(1///P1)	함구미_Hamgumee_Yeondo_ECLIPSE-INUe-11G-(1///P1) 
12162	MW	275	ECLIPSE	ECLIPSE-INUe	연도(여수)_Yeondo_Hamgumee_ECLIPSE-INUe-11G-(1///P1)	연도(여수)_Yeondo_Hamgumee_ECLIPSE-INUe-11G-(1///P1) 
12163	MW	265	ECLIPSE	ECLIPSE-INUe	마래중_MDM-0103_ECLIPSE-INUe-11G-(1///P1)	마래중_MDM-0103_ECLIPSE-INUe-11G-(1///P1) 
12164	MW	265	ECLIPSE	ECLIPSE-INUe	마래중_마래중 MDM-0101_ECLIPSE-INUe-11G-(1///P1)	마래중_마래중 MDM-0101_ECLIPSE-INUe-11G-(1///P1) 
12165	MW	258	ECLIPSE	ECLIPSE-INUe	금죽도_Gumjukdo_Maraesan_ECLIPSE-INUe-11G-(1///P1)	금죽도_Gumjukdo_Maraesan_ECLIPSE-INUe-11G-(1///P1) 
12166	MW	278	ECLIPSE	ECLIPSE-INUe	자봉도_Jabongdo_Maraesan_ECLIPSE-INUe-11G-(1///P1)	자봉도_Jabongdo_Maraesan_ECLIPSE-INUe-11G-(1///P1) 
12167	MW	265	ECLIPSE	ECLIPSE-INUe	마래중_마래중 MDM-0207_ECLIPSE-INUe-8G-(1///P1)	마래중_마래중 MDM-0207_ECLIPSE-INUe-8G-(1///P1) 
12168	MW	253	ECLIPSE	ECLIPSE-INUe	개도(여수)_gaedo_ECLIPSE-INUe-8G-(1///P1)	개도(여수)_gaedo_ECLIPSE-INUe-8G-(1///P1) 
12169	MW	265	CDM	CDM-SMR	마래중_마래중 CDM-0303_CDM-SMR-6GL-(/4//3)	마래중_마래중 CDM-0303_CDM-SMR-6GL-(/4//3) 
12170	MW	286	CDM	CDM-SMR	함구미_Hamgumi1_CDM-SMR-6GL-(/2//4)	함구미_Hamgumi1_CDM-SMR-6GL-(/2//4) 
12171	MW	36	IP-20	IP-10G	나로중_Naro_Hwatae_IP-10G-6GU-(1/2)	나로중_Naro_Hwatae_IP-10G-6GU-(1/2) 
12172	MW	287	IP-20	IP-10G	화태_Hwatae_Naro_IP-10G-6GU-(1/2)	화태_Hwatae_Naro_IP-10G-6GU-(1/2) 
12173	MW	287	IP-20	IP-10G	화태_Hwatae_Sanghwa_IP-10G-11G-(1/2)	화태_Hwatae_Sanghwa_IP-10G-11G-(1/2) 
12174	MW	1090	IP-20	IP-10G	상화도(여수)_Sanghwa_Hwatae_IP-10G-11G-(1/2)	상화도(여수)_Sanghwa_Hwatae_IP-10G-11G-(1/2) 
12175	MW	286	IP-20	IP-20C	함구미_HamGoo_Naro_f2_IP-20C-8G-(1/2)	함구미_HamGoo_Naro_f2_IP-20C-8G-(1/2) 
12176	MW	286	IP-20	IP-20C	함구미_Hamgoo_Naro_f4_IP-20C-8G-(1/2)	함구미_Hamgoo_Naro_f4_IP-20C-8G-(1/2) 
12177	MW	282	IP-20	IP-20C	초도_Chodo_Naro_f1_IP-20C-6GU-(1/2)	초도_Chodo_Naro_f1_IP-20C-6GU-(1/2) 
12178	MW	282	IP-20	IP-20C	초도_Chodo_Naro_f3_IP-20C-6GU-(1/2)	초도_Chodo_Naro_f3_IP-20C-6GU-(1/2) 
12179	MW	36	IP-20	IP-20C	나로중_나로중 통합형-0307-02_IP-20C-8G-(1/2)	나로중_나로중 통합형-0307-02_IP-20C-8G-(1/2) 
12180	MW	36	IP-20	IP-20C	나로중_나로중 통합형-0501-05_IP-20C-6GU-(1/2)	나로중_나로중 통합형-0501-05_IP-20C-6GU-(1/2) 
12181	MW	36	IP-20	IP-20C	나로중_나로중 통합형-0501-06_IP-20C-6GU-(1/2)	나로중_나로중 통합형-0501-06_IP-20C-6GU-(1/2) 
12182	MW	36	SMR	SMR9600	나로중_나로 SMR9-0405_SMR9600-6GL-(P/1/2/3)	나로중_나로 SMR9-0405_SMR9600-6GL-(P/1/2/3) 
12183	MW	267	SMR	SMR9600	서도_Seodo_Narodo_SMR9600-6GL-(P/1/2/3)	서도_Seodo_Narodo_SMR9600-6GL-(P/1/2/3) 
12184	MW	742	SMR	SMR9600	완도중_Nammangsan_Seodo_SMR9600-6GL-(P/1/2/3////7/8/9)	완도중_Nammangsan_Seodo_SMR9600-6GL-(P/1/2/3////7/8/9) 
12185	MW	46	IP-20	IP-20C	동강_DongGang-Yeoja-f2_IP-20C-8G-(1/2)	동강_DongGang-Yeoja-f2_IP-20C-8G-(1/2) 
12186	MW	46	IP-20	IP-20C	동강_DonGang-YeoJa-f4_IP-20C-8G-(1/2)	동강_DonGang-YeoJa-f4_IP-20C-8G-(1/2) 
12187	MW	273	IP-20	IP-20C	여자도_YeoJa-DongGang-f4_IP-20C-8G-(1/2)	여자도_YeoJa-DongGang-f4_IP-20C-8G-(1/2) 
12188	MW	273	IP-20	IP-20C	여자도_YeoJa-DongGang-f2_IP-20C-8G-(1/2)	여자도_YeoJa-DongGang-f2_IP-20C-8G-(1/2) 
12189	MW	267	IP-20	IP-20N	서도_Seodo-Wando-20N#1_IP-20N-8G-(1/2/3/4)	서도_Seodo-Wando-20N#1_IP-20N-8G-(1/2/3/4) 
12190	MW	742	IP-20	IP-20N	완도중_완도중:통합형-0410-07_IP-20N-8G-(1/2/3/4)	완도중_완도중:통합형-0410-07_IP-20N-8G-(1/2/3/4) 
12191	MW	287	CTR	CTR-8312	화태_Hwatae-Hyengan_CTR-8312-11G-(1/2)	화태_Hwatae-Hyengan_CTR-8312-11G-(1/2) 
12192	MW	289	CTR	CTR-8312	횡간도(여수)_Hyengsan-Hwate_CTR-8312-11G-(1/2)	횡간도(여수)_Hyengsan-Hwate_CTR-8312-11G-(1/2) 
12193	MW	46	CTR	CTR-8312	동강_Donggang-Haedo_CTR-8312-11G-(1/2)	동강_Donggang-Haedo_CTR-8312-11G-(1/2) 
12194	MW	345	CTR	CTR-8312	해도_Haedo-Donggang_CTR-8312-11G-(1/2)	해도_Haedo-Donggang_CTR-8312-11G-(1/2) 
12195	MW	649	CTR	CTR-8312	율촌_Yulchon-Songdo_CTR-8312-11G-(1/2)	율촌_Yulchon-Songdo_CTR-8312-11G-(1/2) 
12196	MW	581	CTR	CTR-8312	송도(율촌)_Songdo-Yulchon_CTR-8312-11G-(1/2)	송도(율촌)_Songdo-Yulchon_CTR-8312-11G-(1/2) 
12197	MW	286	IP-20	IP-20N	함구미_Hamgumee-Hwatae_IP-20N-11G-(1/2/3/4)	함구미_Hamgumee-Hwatae_IP-20N-11G-(1/2/3/4) 
12198	MW	287	IP-20	IP-20N	화태_Hwatae-Hamgumee_IP-20N-11G-(1/2/3/4)	화태_Hwatae-Hamgumee_IP-20N-11G-(1/2/3/4) 
12199	MW	286	IP-20	IP-20N	함구미_Hamgumee-Yendo_IP-20N-8G-(1/2/3/4)	함구미_Hamgumee-Yendo_IP-20N-8G-(1/2/3/4) 
12200	MW	275	IP-20	IP-20N	연도(여수)_Yendo-Hamgumee_IP-20N-8G-(1/2/3/4)	연도(여수)_Yendo-Hamgumee_IP-20N-8G-(1/2/3/4) 
